"cname","male","age","edu","income","unemployed","lrscale","post_attack","eu5","imm7"
"Estonia",0,35,7,9,0,8,0,7,5
"Estonia",1,57,5,4,0,5,0,0,10
"Estonia",1,32,4,6,0,5,0,2,2
"Estonia",0,32,6,8,0,5,0,5,4
"Estonia",1,64,2,3,0,5,0,0,2
"Estonia",0,36,4,8,1,5,0,5,5
"Estonia",1,58,7,10,0,9,0,7,5
"Estonia",0,51,4,6,1,5,0,5,5
"Estonia",0,51,4,2,0,5,0,3,5
"Estonia",0,40,6,7,0,5,1,7,5
"Estonia",1,61,6,7,0,6,0,5,4
"Estonia",0,26,6,5,1,5,1,2,3
"Estonia",0,47,4,8,0,6,0,6,6
"Estonia",0,32,2,5,0,9,0,1,1
"Estonia",0,55,5,4,0,5,0,2,5
"Estonia",0,53,4,7,0,5,0,3,5
"Estonia",0,38,4,7,0,8,0,5,5
"Estonia",0,79,2,1,0,5,0,2,2
"Estonia",0,34,4,8,0,7,0,5,4
"Estonia",0,35,6,7,0,5,0,4,6
"Estonia",1,21,4,2,0,5,0,3,5
"Estonia",1,38,4,9,0,5,0,3,5
"Estonia",0,56,6,5,0,5,1,3,4
"Estonia",0,61,5,3,0,2,1,0,0
"Estonia",0,45,5,3,0,7,0,3,6
"Estonia",1,58,4,2,0,6,0,5,8
"Estonia",0,24,5,8,0,5,0,6,7
"Estonia",1,30,6,9,0,5,0,5,5
"Estonia",0,53,5,5,0,7,0,4,5
"Estonia",0,45,5,4,0,8,0,2,6
"Estonia",0,37,6,10,0,5,0,2,2
"Estonia",1,19,5,8,0,7,0,7,7
"Estonia",0,20,4,5,0,5,0,4,4
"Estonia",1,32,2,4,0,9,0,1,1
"Estonia",0,40,7,8,0,7,1,8,8
"Estonia",0,63,7,5,0,7,0,9,8
"Estonia",0,41,5,5,0,8,0,7,5
"Estonia",0,31,4,2,0,6,0,3,0
"Estonia",0,50,7,10,0,4,0,7,7
"Estonia",1,59,6,7,0,4,0,6,8
"Estonia",1,21,4,6,0,7,1,6,5
"Estonia",0,50,5,7,0,7,0,4,5
"Estonia",1,53,6,9,0,6,0,6,8
"Estonia",0,27,4,3,0,6,0,6,3
"Estonia",0,17,2,8,0,6,0,0,5
"Estonia",0,47,5,5,0,5,0,4,5
"Estonia",0,17,2,7,0,5,1,7,6
"Estonia",1,20,4,3,0,5,0,6,5
"Estonia",0,63,5,3,0,5,1,5,5
"Estonia",1,74,5,3,0,0,1,0,0
"Estonia",0,25,6,8,0,6,1,5,6
"Estonia",0,29,4,8,0,9,0,5,2
"Estonia",0,26,7,9,1,5,0,10,10
"Estonia",1,16,2,10,0,8,0,10,5
"Estonia",0,41,5,6,0,5,0,4,6
"Estonia",1,45,4,2,1,4,0,5,2
"Estonia",0,51,4,5,0,5,0,5,3
"Estonia",0,39,6,10,0,6,1,6,7
"Estonia",1,23,6,10,0,10,0,5,3
"Estonia",0,57,5,6,0,3,0,2,2
"Estonia",1,51,4,8,0,6,0,7,5
"Estonia",1,56,7,6,0,9,0,1,7
"Estonia",1,50,6,1,0,10,0,0,7
"Estonia",1,63,7,7,0,3,1,8,8
"Estonia",0,45,6,7,0,5,0,7,7
"Estonia",0,34,7,7,0,3,0,3,4
"Estonia",0,44,5,5,1,5,0,10,5
"Estonia",1,27,4,2,0,3,1,10,7
"Estonia",1,68,2,2,0,5,0,5,5
"Estonia",0,45,7,10,0,7,0,5,3
"Estonia",0,39,7,9,0,10,0,9,8
"Estonia",1,56,5,4,0,7,1,3,5
"Estonia",0,36,4,2,0,6,1,4,3
"Estonia",1,24,4,5,0,5,0,2,3
"Estonia",0,35,7,4,0,0,0,1,5
"Estonia",1,71,6,4,0,7,1,3,2
"Estonia",0,50,7,5,0,5,0,5,2
"Estonia",0,22,4,10,0,5,1,6,8
"Estonia",1,62,5,4,0,3,1,3,5
"Estonia",1,55,7,10,0,9,0,10,10
"Estonia",1,48,6,9,0,7,0,4,5
"Estonia",1,57,2,6,1,3,1,2,0
"Estonia",1,72,4,1,0,5,0,5,5
"Estonia",0,17,2,8,0,6,0,5,8
"Estonia",0,42,7,8,0,3,0,1,5
"Estonia",1,55,7,6,0,6,1,8,7
"Estonia",0,68,7,3,0,5,0,5,3
"Estonia",0,15,2,4,0,4,1,4,5
"Estonia",0,39,6,4,0,9,0,5,5
"Estonia",1,67,4,5,0,5,0,8,5
"Estonia",0,54,6,3,0,5,0,5,8
"Estonia",1,27,6,10,0,6,0,5,6
"Estonia",0,53,2,3,0,5,0,8,9
"Estonia",0,16,2,5,0,7,0,4,3
"Estonia",0,40,4,4,0,5,0,3,5
"Estonia",0,29,4,9,0,5,1,4,2
"Estonia",0,29,4,3,0,5,1,5,5
"Estonia",0,51,7,6,0,7,0,3,5
"Estonia",0,44,4,2,0,5,0,2,1
"Estonia",1,58,2,1,0,4,0,5,4
"Estonia",0,35,4,2,0,5,0,5,5
"Estonia",0,51,4,3,0,5,0,5,0
"Estonia",0,49,4,4,0,5,0,1,3
"Estonia",1,45,4,5,0,6,0,7,5
"Estonia",1,57,5,7,0,6,1,7,5
"Estonia",1,44,7,10,0,7,0,6,5
"Estonia",1,49,6,10,0,10,0,1,2
"Estonia",0,19,4,5,0,5,1,6,4
"Estonia",0,49,7,10,0,8,0,3,7
"Estonia",1,25,6,4,0,5,0,7,6
"Estonia",0,67,7,4,0,4,0,1,5
"Estonia",1,85,4,4,0,5,1,4,4
"Estonia",0,31,6,9,0,5,0,8,6
"Estonia",1,34,3,8,0,5,0,8,3
"Estonia",0,22,4,8,0,3,1,7,7
"Estonia",0,41,5,2,0,5,0,0,0
"Estonia",0,60,4,4,0,5,0,4,5
"Estonia",1,56,7,9,0,3,0,6,3
"Estonia",1,24,5,9,0,7,0,0,1
"Estonia",0,26,7,7,0,5,0,6,7
"Estonia",0,72,2,2,0,6,1,5,7
"Estonia",1,31,5,8,0,6,0,3,4
"Estonia",0,63,5,5,0,2,1,5,4
"Estonia",0,68,4,2,0,5,0,0,1
"Estonia",1,55,5,3,1,5,0,3,7
"Estonia",0,42,4,2,0,5,0,3,2
"Estonia",0,32,6,5,0,5,0,3,0
"Estonia",0,40,4,7,0,5,1,7,5
"Estonia",1,48,3,5,0,7,0,0,6
"Estonia",1,50,7,8,0,6,0,3,5
"Estonia",0,39,2,6,0,5,0,4,2
"Estonia",0,32,6,3,0,6,0,6,4
"Estonia",1,44,6,7,0,5,1,0,4
"Estonia",1,29,5,9,0,4,1,1,5
"Estonia",0,40,4,6,0,5,0,0,5
"Estonia",0,67,7,9,0,9,0,5,5
"Estonia",0,23,5,9,0,7,0,1,8
"Estonia",1,43,5,9,0,6,0,4,2
"Estonia",0,52,4,2,0,6,0,3,5
"Estonia",1,36,5,6,0,7,0,5,3
"Estonia",1,60,4,3,0,5,1,8,3
"Estonia",0,69,7,3,0,5,0,3,2
"Estonia",0,59,7,9,0,5,1,5,0
"Estonia",1,34,4,10,0,5,0,0,10
"Estonia",1,29,4,7,0,5,0,3,3
"Estonia",1,32,7,7,0,6,0,7,6
"Estonia",1,47,6,10,0,8,0,5,7
"Estonia",0,62,5,5,0,6,0,8,7
"Estonia",0,31,7,9,0,6,1,6,5
"Estonia",1,52,5,1,1,5,0,5,5
"Estonia",1,30,6,5,0,1,1,5,5
"Estonia",1,50,4,3,0,5,1,1,3
"Estonia",1,41,4,1,0,5,0,9,9
"Estonia",0,21,4,3,1,5,1,3,8
"Estonia",0,19,4,5,0,5,1,2,2
"Estonia",1,48,5,5,0,5,1,0,1
"Estonia",1,30,4,4,0,5,0,2,5
"Estonia",0,52,7,9,0,5,0,6,6
"Estonia",0,35,6,9,0,7,0,3,1
"Estonia",0,35,7,5,0,6,0,3,5
"Estonia",1,38,4,4,0,5,1,0,0
"Estonia",0,65,7,3,0,7,0,3,6
"Estonia",0,67,5,3,0,5,0,0,5
"Estonia",1,84,4,4,0,5,1,0,4
"Estonia",0,51,5,3,0,5,0,6,5
"Estonia",1,62,4,3,0,5,0,2,5
"Estonia",1,68,4,5,0,5,1,6,3
"Estonia",0,48,5,4,0,5,0,5,5
"Estonia",1,38,6,10,0,0,0,0,5
"Estonia",1,60,7,10,0,5,0,6,5
"Estonia",0,41,5,3,0,5,1,3,8
"Estonia",0,57,4,8,0,5,1,3,2
"Estonia",0,76,5,4,0,6,0,3,4
"Estonia",1,54,1,4,0,5,0,8,4
"Estonia",1,44,4,7,0,5,0,7,6
"Estonia",1,27,7,8,0,8,1,6,6
"Estonia",1,27,2,9,0,5,1,0,6
"Estonia",0,76,4,3,0,0,0,1,5
"Estonia",0,63,2,1,0,5,0,5,5
"Estonia",1,47,5,8,0,8,0,0,2
"Estonia",0,29,2,3,0,5,0,5,8
"Estonia",1,61,2,3,0,5,0,0,0
"Estonia",1,54,5,7,0,5,1,0,5
"Estonia",0,30,4,3,0,4,0,5,0
"Estonia",1,27,4,8,1,2,0,3,7
"Estonia",1,18,2,3,1,6,0,3,2
"Estonia",0,67,4,6,0,6,0,5,3
"Estonia",0,86,4,4,0,10,0,8,5
"Estonia",0,76,4,3,0,7,0,1,0
"Estonia",0,36,6,9,0,3,0,8,6
"Estonia",0,40,7,10,0,10,1,5,5
"Estonia",0,81,2,3,0,5,0,5,5
"Estonia",1,49,4,10,0,5,1,0,0
"Estonia",1,22,4,6,0,5,1,5,10
"Estonia",0,52,7,8,0,6,0,3,6
"Estonia",1,55,4,6,0,5,0,4,2
"Estonia",1,38,3,5,0,5,0,0,5
"Estonia",1,19,2,5,0,5,1,3,0
"Estonia",1,51,5,4,0,5,0,5,5
"Estonia",0,29,5,4,0,5,1,5,6
"Estonia",0,47,5,6,0,5,0,5,5
"Estonia",0,39,4,2,0,4,0,7,4
"Estonia",1,40,5,8,0,6,0,6,6
"Estonia",1,50,4,4,0,6,0,4,1
"Estonia",0,78,5,1,0,5,0,5,0
"Estonia",0,38,6,8,0,10,1,6,9
"Estonia",0,60,7,8,0,7,1,5,5
"Estonia",0,37,4,9,0,6,0,7,1
"Estonia",1,75,4,2,0,5,0,6,3
"Estonia",0,29,6,9,0,5,0,5,5
"Estonia",0,60,5,4,0,6,0,1,6
"Estonia",1,49,3,7,0,5,0,3,5
"Estonia",0,62,4,3,0,9,0,4,6
"Estonia",0,56,7,7,0,5,0,4,5
"Estonia",1,54,7,9,0,8,0,4,9
"Estonia",1,42,6,7,0,10,0,2,10
"Estonia",1,42,2,2,0,5,0,6,7
"Estonia",1,45,4,7,0,3,0,2,2
"Estonia",0,22,4,7,0,7,1,2,3
"Estonia",1,57,6,6,0,8,1,2,6
"Estonia",1,28,5,8,0,7,0,5,6
"Estonia",1,44,5,6,0,3,0,0,4
"Estonia",1,35,4,8,0,7,1,7,7
"Estonia",0,66,7,8,0,8,0,5,7
"Estonia",1,31,6,10,0,9,1,10,8
"Estonia",1,58,4,4,0,5,0,6,5
"Estonia",0,45,4,6,0,7,1,3,4
"Estonia",0,42,4,5,0,4,0,5,5
"Estonia",1,32,2,9,0,7,0,4,3
"Estonia",1,18,2,3,0,7,1,8,0
"Estonia",1,36,4,8,0,5,1,5,7
"Estonia",1,66,4,3,0,5,0,5,1
"Estonia",1,48,4,3,0,8,0,5,2
"Estonia",0,65,4,4,0,5,1,1,4
"Estonia",0,16,2,5,0,5,1,8,5
"Estonia",0,50,5,1,0,8,1,9,8
"Estonia",0,52,6,10,0,6,0,3,5
"Estonia",0,50,5,3,0,6,1,8,8
"Estonia",0,37,4,6,1,5,0,10,3
"Estonia",0,37,6,7,0,5,0,6,6
"Estonia",1,56,4,7,0,1,0,0,0
"Estonia",1,70,3,1,0,10,0,6,8
"Estonia",0,57,4,1,0,1,1,1,3
"Estonia",1,37,7,9,0,6,0,6,6
"Estonia",1,49,7,9,0,8,1,8,6
"Estonia",0,39,6,7,0,5,0,8,1
"Estonia",0,42,7,10,0,4,0,2,6
"Estonia",1,45,5,3,0,5,0,3,5
"Estonia",1,65,4,6,0,7,0,7,5
"Estonia",0,18,2,5,0,5,0,5,7
"Estonia",0,45,4,6,0,7,1,6,6
"Estonia",0,78,2,1,0,5,0,10,5
"Estonia",0,53,4,10,0,5,0,5,5
"Estonia",0,26,6,8,0,5,0,5,2
"Estonia",0,49,7,7,0,6,0,5,6
"Estonia",0,62,4,1,0,5,0,4,8
"Estonia",0,50,5,6,0,5,0,4,5
"Estonia",0,54,4,3,0,5,1,1,0
"Estonia",0,25,5,10,0,7,0,5,4
"Estonia",1,32,4,8,0,7,0,3,1
"Estonia",0,23,4,2,1,5,0,3,0
"Estonia",0,22,7,1,0,2,0,7,4
"Estonia",0,46,7,9,0,7,0,6,4
"Estonia",1,74,4,2,0,6,0,6,5
"Estonia",1,39,6,8,0,5,1,3,5
"Estonia",0,31,7,8,0,5,0,9,4
"Estonia",0,81,7,2,0,5,1,5,5
"Estonia",1,89,1,1,0,8,0,4,1
"Estonia",1,45,2,4,0,5,0,2,2
"Estonia",1,73,2,3,0,5,1,0,1
"Estonia",1,41,4,10,0,5,0,1,1
"Estonia",1,45,4,3,0,5,0,3,5
"Estonia",1,62,7,8,0,7,0,5,5
"Estonia",1,75,7,6,0,10,0,7,6
"Estonia",1,57,4,5,0,3,0,1,5
"Estonia",0,25,4,5,0,5,0,5,4
"Estonia",1,29,6,8,0,6,1,8,6
"Estonia",1,51,2,1,0,5,1,6,9
"Estonia",1,60,5,7,0,3,0,1,5
"Estonia",1,66,3,8,0,6,1,3,0
"Estonia",1,61,4,10,0,5,0,2,1
"Estonia",1,40,4,4,0,5,1,2,5
"Estonia",0,70,4,3,0,5,0,5,5
"Estonia",1,25,5,4,0,5,0,3,5
"Estonia",0,24,5,8,0,5,0,6,6
"Estonia",1,54,4,4,0,5,0,4,6
"Estonia",0,37,4,4,0,7,1,1,2
"Estonia",0,44,5,7,1,4,0,0,2
"Estonia",0,61,3,6,0,8,0,7,7
"Estonia",1,42,4,6,0,5,0,1,4
"Estonia",1,28,5,9,0,0,0,9,6
"Estonia",0,46,7,4,0,3,0,6,6
"Estonia",1,30,2,3,0,4,0,6,4
"Estonia",0,57,7,6,0,5,0,3,2
"Estonia",0,63,5,3,0,5,0,0,5
"Estonia",1,32,6,10,0,8,0,9,9
"Estonia",0,62,4,2,0,5,1,2,2
"Estonia",1,72,2,3,0,5,0,9,1
"Estonia",1,62,7,6,0,7,0,5,4
"Estonia",1,22,2,4,0,5,1,4,3
"Estonia",0,33,6,7,0,5,1,8,5
"Estonia",0,16,2,2,0,5,0,6,5
"Estonia",1,23,4,1,0,4,1,10,10
"Estonia",0,79,2,1,0,5,0,8,2
"Estonia",1,55,4,6,0,6,0,10,6
"Estonia",0,37,5,6,0,5,0,0,6
"Estonia",1,73,5,1,0,4,0,3,3
"Estonia",1,61,5,8,0,4,1,3,8
"Estonia",0,61,4,4,0,3,0,3,5
"Estonia",0,53,7,7,0,7,0,6,7
"Estonia",0,59,5,5,0,7,1,6,4
"Estonia",1,51,3,5,0,5,1,4,6
"France",1,59,1,3,0,10,0,5,0
"France",0,49,5,1,0,8,0,7,5
"France",1,67,1,4,0,6,0,8,0
"France",0,89,1,1,0,8,0,3,1
"France",0,29,3,4,1,4,1,4,5
"France",1,87,1,7,0,5,1,7,4
"France",1,64,5,1,0,10,1,5,8
"France",1,42,5,9,0,0,0,5,4
"France",1,62,7,8,0,5,1,10,6
"France",1,72,1,4,0,6,0,7,3
"France",1,57,3,1,0,6,0,5,8
"France",1,38,4,5,0,5,0,0,3
"France",0,30,4,4,0,7,0,5,3
"France",0,70,6,8,0,5,0,8,7
"France",1,71,3,1,0,3,0,5,3
"France",1,85,2,2,0,7,0,3,5
"France",1,62,3,4,0,0,0,3,5
"France",0,57,3,5,0,7,0,5,3
"France",1,17,2,3,0,5,0,5,7
"France",1,35,3,2,0,5,0,4,0
"France",0,66,5,7,0,5,0,5,4
"France",1,68,2,7,0,5,0,3,3
"France",1,72,5,4,0,4,0,6,5
"France",0,70,3,2,0,5,0,5,5
"France",0,61,1,5,0,4,0,3,3
"France",1,87,1,2,0,7,0,4,5
"France",0,40,4,2,0,4,0,2,5
"France",1,75,1,4,0,5,0,5,5
"France",0,83,5,5,0,3,0,6,5
"France",0,46,5,6,0,5,0,0,6
"France",1,68,4,6,0,8,0,0,0
"France",0,49,5,2,0,5,0,5,6
"France",0,77,1,3,0,5,1,8,3
"France",0,85,1,1,0,8,0,5,5
"France",1,85,1,3,0,5,0,0,5
"France",1,79,3,5,0,8,0,5,7
"France",1,36,5,4,0,0,1,8,6
"France",0,69,4,4,0,4,1,4,6
"France",1,66,7,8,0,2,1,0,6
"France",1,54,3,2,0,7,0,2,2
"France",1,54,3,8,0,5,0,5,7
"France",1,29,4,5,0,9,0,0,0
"France",0,60,3,4,0,8,0,3,5
"France",1,38,1,2,0,7,0,0,2
"France",1,53,3,3,0,5,0,5,0
"France",1,81,1,5,0,5,0,2,5
"France",0,72,7,9,0,9,0,3,5
"France",1,21,3,7,0,2,0,2,0
"France",1,27,1,1,1,5,0,5,5
"France",1,78,1,3,0,3,0,4,3
"France",0,73,5,7,0,5,0,5,4
"France",0,86,1,1,0,5,0,3,4
"France",0,61,3,3,1,2,0,4,2
"France",0,86,3,1,0,5,0,9,2
"France",0,63,1,5,0,0,0,5,2
"France",1,31,5,4,0,8,1,7,4
"France",1,54,3,4,0,8,1,2,7
"France",0,80,2,1,0,7,0,5,6
"France",0,66,1,4,0,3,0,5,5
"France",0,35,3,2,0,6,0,2,0
"France",1,75,3,8,0,7,0,3,7
"France",0,43,1,1,1,5,0,7,4
"France",1,60,3,3,0,0,0,3,5
"France",0,60,1,2,0,5,0,5,4
"France",0,66,3,5,0,5,0,5,5
"France",0,50,5,1,0,5,0,7,5
"France",0,45,2,7,0,5,0,3,5
"France",1,69,7,8,0,2,1,10,8
"France",0,75,1,4,0,3,0,4,5
"France",0,59,4,6,0,7,0,5,1
"France",1,53,3,1,1,2,0,6,6
"France",1,59,1,6,0,0,0,7,5
"France",1,73,3,2,0,6,0,2,0
"France",0,76,3,8,0,6,0,0,5
"France",0,81,2,7,0,0,0,5,8
"France",0,55,4,4,0,7,0,9,5
"France",0,25,5,4,0,6,0,5,3
"France",0,64,1,2,0,3,0,5,5
"France",1,70,1,2,0,10,0,0,7
"France",0,74,3,5,0,5,0,5,3
"France",0,73,1,6,0,8,0,5,4
"France",1,74,3,7,0,10,0,9,2
"France",0,64,3,1,0,3,0,3,4
"France",0,23,4,4,0,5,0,7,4
"France",0,94,1,1,0,8,1,6,6
"France",0,70,3,3,0,3,0,6,5
"France",1,74,3,6,0,5,0,4,6
"France",1,45,3,7,0,6,0,10,3
"France",0,59,3,5,1,6,0,5,7
"France",0,75,2,8,0,4,0,10,6
"France",1,66,3,3,0,4,0,4,5
"France",1,23,4,1,0,8,0,8,8
"France",0,65,3,4,0,5,0,5,5
"France",0,37,2,2,0,5,0,5,0
"France",0,20,4,6,0,10,1,7,0
"France",0,85,1,1,0,3,0,5,0
"France",1,41,3,2,0,5,0,0,0
"France",1,24,3,1,0,6,1,4,3
"France",0,41,4,4,0,5,0,6,5
"France",1,53,3,1,0,0,0,5,2
"France",1,64,2,4,0,5,0,8,6
"France",1,62,3,4,0,3,1,2,0
"France",1,70,3,5,0,10,0,5,5
"France",0,52,5,3,0,2,1,8,5
"France",1,62,3,3,0,0,1,0,0
"France",1,60,3,1,1,6,0,2,1
"France",0,86,1,2,0,7,0,3,8
"France",0,69,1,2,0,3,0,7,5
"France",1,62,2,2,0,5,0,0,9
"France",0,72,2,3,0,2,0,5,10
"France",0,64,3,3,0,8,0,4,5
"France",1,65,1,4,0,8,0,5,5
"France",0,68,5,7,0,5,0,5,8
"France",1,80,1,4,0,10,0,3,6
"France",1,80,2,5,0,6,0,9,7
"France",0,62,4,3,0,2,0,2,2
"France",1,16,3,2,0,7,0,3,0
"France",0,51,1,1,0,2,0,0,0
"France",0,33,3,2,0,5,0,5,1
"France",0,39,1,1,1,1,0,1,1
"France",0,31,5,1,0,5,0,9,3
"France",0,51,1,4,1,10,0,6,4
"France",0,58,7,6,0,8,0,3,5
"France",1,48,3,2,0,10,0,2,0
"France",1,78,1,1,0,5,0,1,3
"France",1,48,3,5,0,3,0,1,4
"France",0,79,3,2,0,0,0,5,5
"France",0,27,5,6,0,4,0,5,0
"France",1,60,3,8,0,7,0,2,5
"France",0,85,1,1,0,4,0,5,0
"France",0,55,3,5,0,5,0,5,5
"France",0,57,2,5,0,5,0,4,3
"France",1,64,6,7,0,4,0,8,6
"France",0,50,1,8,0,7,0,7,2
"France",1,62,2,2,0,4,0,2,4
"France",1,45,4,8,0,7,0,5,5
"France",0,47,2,4,0,1,0,9,6
"France",1,67,5,7,0,4,1,5,8
"France",0,51,3,4,0,10,1,2,8
"France",1,16,2,5,0,6,0,8,3
"France",1,75,1,6,0,6,0,2,3
"France",0,46,4,6,0,2,0,2,5
"France",0,66,1,8,0,8,0,3,5
"France",1,44,5,2,0,5,0,7,3
"France",1,65,3,6,0,6,0,7,5
"France",0,79,2,1,0,2,0,3,2
"France",1,36,2,1,0,5,0,5,6
"France",0,62,4,4,0,0,0,3,3
"France",0,39,5,3,0,7,1,3,0
"France",1,27,3,6,0,7,1,2,5
"France",0,22,3,8,0,7,0,2,2
"France",1,77,4,7,0,1,0,9,8
"France",1,78,3,3,0,3,0,3,0
"France",0,74,2,2,0,2,0,8,5
"France",0,55,3,6,0,5,0,5,1
"France",0,38,5,8,0,6,1,7,5
"France",1,30,4,8,0,2,0,2,5
"France",1,47,5,2,0,5,0,8,7
"France",1,35,7,8,1,5,1,8,9
"France",1,87,2,5,0,6,0,8,6
"France",1,16,2,10,0,5,0,5,6
"France",0,46,7,9,0,5,0,5,5
"France",0,26,4,2,0,3,1,3,7
"France",1,92,3,2,0,3,0,5,5
"France",0,65,1,1,0,4,0,5,5
"France",1,38,4,7,0,10,0,0,5
"France",1,40,4,7,0,0,1,0,10
"France",1,60,1,3,0,5,1,10,6
"France",0,63,3,1,0,5,0,5,5
"France",0,49,5,1,1,3,0,4,4
"France",1,57,7,10,0,0,0,6,7
"France",1,79,7,9,0,1,0,7,8
"France",0,39,5,7,0,8,0,0,2
"France",0,88,4,1,0,7,0,8,4
"France",0,29,3,1,0,5,1,5,3
"France",1,76,2,6,0,8,1,5,7
"France",1,70,5,5,0,3,0,0,1
"France",1,91,1,1,0,8,0,7,8
"France",0,62,5,4,0,9,0,7,5
"France",1,28,4,4,0,0,0,8,8
"France",1,34,5,1,1,5,0,5,4
"France",1,64,3,5,0,9,0,8,9
"France",1,46,1,2,0,5,1,2,2
"France",0,76,3,3,0,5,0,2,2
"France",1,84,1,1,0,5,1,5,5
"France",0,75,1,1,0,10,0,2,0
"France",1,63,5,9,0,4,0,10,10
"France",0,60,3,6,0,0,0,2,6
"France",1,46,3,1,1,5,0,3,6
"France",1,19,3,2,0,3,0,10,10
"France",1,65,3,6,0,5,0,8,8
"France",1,81,1,4,0,5,0,0,0
"France",0,83,1,5,0,5,0,10,10
"France",1,74,5,8,0,9,0,2,4
"France",0,73,2,4,0,1,0,3,7
"France",0,30,4,3,1,5,0,6,2
"France",0,83,1,1,0,3,1,5,6
"France",0,70,1,4,0,8,0,5,5
"France",0,48,1,7,0,7,0,4,1
"France",1,43,4,1,0,5,0,8,4
"France",0,83,2,3,0,8,0,5,5
"France",0,71,1,5,0,4,0,4,1
"France",0,82,5,5,0,6,1,4,9
"France",1,52,4,1,1,3,0,7,7
"France",1,58,3,2,0,7,0,9,7
"France",0,63,4,4,0,7,0,5,7
"France",0,49,3,2,0,4,0,5,7
"France",0,64,1,1,0,6,0,7,6
"France",1,35,3,3,0,4,0,5,6
"France",0,77,1,1,0,6,0,2,4
"France",0,69,2,3,0,2,0,3,5
"France",1,58,5,8,0,10,0,2,1
"France",0,40,3,4,0,2,0,6,5
"France",0,53,3,6,0,5,0,9,7
"France",1,67,1,1,0,7,0,2,2
"France",0,63,3,6,0,8,1,4,4
"France",1,66,5,7,0,5,1,2,0
"France",0,61,2,1,1,5,1,7,7
"France",1,80,1,2,0,0,0,7,0
"France",0,20,6,1,0,6,0,5,4
"France",1,30,7,8,0,3,0,4,7
"France",0,58,7,10,0,3,0,7,7
"France",0,22,7,1,0,5,0,8,5
"France",0,70,5,3,0,7,1,1,5
"France",0,82,6,9,0,8,1,5,5
"France",0,17,3,7,0,3,0,5,4
"France",1,32,4,7,0,2,0,0,6
"France",1,75,7,9,0,5,0,9,6
"France",0,64,6,8,0,7,0,9,7
"France",0,33,3,1,0,3,0,5,5
"France",0,41,7,10,0,3,0,8,5
"France",0,32,7,7,0,6,0,8,9
"France",0,61,1,2,0,6,1,7,6
"France",0,52,3,3,0,6,1,4,2
"France",1,40,7,5,0,2,1,2,10
"France",1,68,1,3,0,1,0,4,8
"France",1,28,4,5,0,4,0,10,7
"France",0,68,4,5,0,3,1,6,5
"France",0,59,7,5,0,5,0,7,7
"France",1,67,3,5,0,5,0,4,9
"France",1,52,3,7,0,8,0,3,2
"France",1,87,4,3,0,6,0,1,2
